date,start_time,expt_num,net_pen,treatment,obs_num,elapsed_time,time_between,obs,by,on,comment
24-May,7:30,13,A,Lice,46,41:42.7,00:33.6,S,G,G,
24-May,7:30,13,A,Lice,47,41:48.4,00:05.7,S,S,I,
24-May,7:30,13,A,Lice,48,42:24.1,00:35.7,S,M,I,
24-May,7:30,13,A,Lice,49,43:19.9,00:55.9,S,G,I,
24-May,7:30,13,A,Lice,50,44:23.7,01:03.8,C,M,I,
24-May,7:30,13,A,Lice,51,44:35.3,00:11.6,L,M,I,same as 50
24-May,7:30,13,A,Lice,52,44:43.4,00:08.0,S,S,I,
24-May,7:30,13,A,Lice,53,44:53.1,00:09.8,S,S,I,both on lost fish 
24-May,7:30,13,A,Lice,54,49:11.3,04:18.2,C,M,I,
24-May,7:30,13,A,Lice,55,50:11.1,00:59.7,S,G,G,
24-May,7:30,13,A,Lice,56,54:28.6,04:17.5,S,G,G,
24-May,7:30,13,A,Lice,57,59:10.3,04:41.7,S,G,G,
24-May,7:30,13,A,Lice,58,59:12.4,00:02.1,C,M,G,
24-May,8:42,13,B,NoLice,1,00:21.2,00:21.2,C,L,G,
24-May,8:42,13,B,NoLice,2,00:56.9,00:35.7,L,L,I,
24-May,8:42,13,B,NoLice,3,00:57.8,00:00.8,C,M,I,
24-May,8:42,13,B,NoLice,4,04:29.8,03:32.0,S,G,G,
24-May,8:42,13,B,NoLice,5,04:52.2,00:22.4,S,M,I,
24-May,8:42,13,B,NoLice,6,05:32.5,00:40.3,S,G,G,
24-May,8:42,13,B,NoLice,7,05:54.8,00:22.3,S,G,G,
24-May,8:42,13,B,NoLice,8,05:59.0,00:04.2,S,S,I,
24-May,8:42,13,B,NoLice,9,06:13.9,00:14.9,C,S,G,
24-May,8:42,13,B,NoLice,10,06:42.9,00:28.9,C,M,G,
24-May,8:42,13,B,NoLice,11,07:20.3,00:37.4,S,M,G,
24-May,8:42,13,B,NoLice,12,08:55.0,01:34.7,S,M,G,
24-May,8:42,13,B,NoLice,13,09:29.4,00:34.4,C,M,I,
24-May,8:42,13,B,NoLice,15,10:23.1,00:28.2,AT,S/M,,
24-May,8:42,13,B,NoLice,16,13:22.4,02:59.3,S,S,I,
24-May,8:42,13,B,NoLice,17,14:23.7,01:01.3,S,G,I,
24-May,8:42,13,B,NoLice,18,14:32.7,00:09.1,C,S,I,
24-May,8:42,13,B,NoLice,19,16:26.7,01:54.0,S,S,G,
24-May,8:42,13,B,NoLice,20,16:59.7,00:33.0,S,S,G,
24-May,8:42,13,B,NoLice,21,17:10.5,00:10.8,C,S,G,
24-May,8:42,13,B,NoLice,22,18:22.7,01:12.2,S,M,G,
24-May,8:42,13,B,NoLice,23,20:40.4,02:17.7,S,M,I,
24-May,8:42,13,B,NoLice,24,21:54.2,01:13.8,S,,G,
24-May,8:42,13,B,NoLice,25,21:56.1,00:01.9,C,S,I,
24-May,8:42,13,B,NoLice,26,46:50.2,24:54.1,S,L,G,
24-May,8:42,13,B,NoLice,27,50:51.9,04:01.8,S,,G,
24-May,8:42,13,B,NoLice,28,54:11.5,03:19.5,C,M,G,
24-May,8:42,13,B,NoLice,29,56:46.1,02:34.7,S,G,G,
24-May,8:42,13,B,NoLice,30,57:26.4,00:40.3,S,M,G,
24-May,8:42,13,B,NoLice,31,57:31.6,00:05.1,C,M,I,
24-May,8:42,13,B,NoLice,32,57:33.0,00:01.4,L,M,I,
24-May,8:42,13,B,NoLice,33,58:14.4,00:41.4,S,M,G,
27-May,16:35,14,A,Lice,1,01:02.8,01:02.8,S,G,G,
27-May,16:35,14,A,Lice,2,01:20.9,00:18.1,S,M,G,
27-May,16:35,14,A,Lice,3,01:36.7,00:15.9,S,M,G,
27-May,16:35,14,A,Lice,4,02:43.8,01:07.1,S,M,G,
27-May,16:35,14,A,Lice,5,02:55.4,00:11.5,S,,G,
27-May,16:35,14,A,Lice,6,03:55.2,00:59.9,S,G,G,
27-May,16:35,14,A,Lice,7,03:57.6,00:02.4,C,L,G,Two captures that happened at the same time
27-May,16:35,14,A,Lice,7,03:57.6,00:02.4,C,M,G,
27-May,16:35,14,A,Lice,8,04:14.1,00:16.5,L,M,,
27-May,16:35,14,A,Lice,9,05:05.2,00:51.1,S,G,G,
27-May,16:35,14,A,Lice,10,05:20.9,00:15.7,L,M,,
27-May,16:35,14,A,Lice,11,05:27.4,00:06.5,C,S,,"10,11 same fry, different coho"
27-May,16:35,14,A,Lice,12,06:33.0,01:05.6,AT,M/M,,
27-May,16:35,14,A,Lice,13,06:39.2,00:06.2,AT,M/M,,
27-May,16:35,14,A,Lice,14,07:19.8,00:40.6,S,S,G,
27-May,16:35,14,A,Lice,15,10:08.6,02:48.8,S,G,G,
27-May,16:35,14,A,Lice,16,10:17.7,00:09.1,S,S,G,
27-May,16:35,14,A,Lice,17,10:37.9,00:20.2,S,,G,
27-May,16:35,14,A,Lice,18,12:45.9,02:08.0,S,S,G,
27-May,16:35,14,A,Lice,19,12:59.0,00:13.1,S,M,G,
27-May,16:35,14,A,Lice,20,13:09.8,00:10.8,S,M,I,
27-May,16:35,14,A,Lice,21,13:23.1,00:13.3,S,S,G,
27-May,16:35,14,A,Lice,22,14:01.0,00:38.0,S,S,G,
27-May,16:35,14,A,Lice,23,14:06.9,00:05.9,C,M,G,
27-May,16:35,14,A,Lice,24,14:18.5,00:11.6,C,S,I,
27-May,16:35,14,A,Lice,25,14:26.0,00:07.5,L,S,,From 24
27-May,16:35,14,A,Lice,26,15:19.8,00:53.8,S,G,G,
27-May,16:35,14,A,Lice,27,18:21.4,03:01.7,S,M,G,
27-May,16:35,14,A,Lice,28,18:33.3,00:11.9,S,G,G,
27-May,16:35,14,A,Lice,29,20:42.9,02:09.6,S,M,G,
27-May,16:35,14,A,Lice,30,20:59.6,00:16.7,S,L,G,
27-May,16:35,14,A,Lice,31,21:11.5,00:11.9,S,M,G,
27-May,16:35,14,A,Lice,32,21:16.6,00:05.1,S,,G,
27-May,16:35,14,A,Lice,33,23:26.5,02:09.9,S,L,G,
27-May,16:35,14,A,Lice,34,25:45.6,02:19.1,S,M,G,
27-May,16:35,14,A,Lice,35,26:14.3,00:28.7,S,M,I,
27-May,16:35,14,A,Lice,36,26:37.4,00:23.1,S,M,G,
27-May,16:35,14,A,Lice,37,29:34.0,02:56.6,S,M,G,
27-May,16:35,14,A,Lice,38,29:58.1,00:24.1,S,S,G,
27-May,16:35,14,A,Lice,39,32:42.9,02:44.8,S,M,G,
27-May,16:35,14,A,Lice,40,35:28.7,02:45.9,S,G,G,
27-May,16:35,14,A,Lice,41,35:37.8,00:09.1,S,M,G,
27-May,16:35,14,A,Lice,42,36:26.2,00:48.3,S,M,G,
27-May,16:35,14,A,Lice,43,37:25.2,00:41.9,S,S,G,
27-May,16:35,14,A,Lice,44,45:44.5,08:19.3,S,M,G,
27-May,16:35,14,A,Lice,45,46:18.2,00:33.7,S,M,G,
27-May,16:35,14,A,Lice,46,49:10.5,02:52.3,S,M,G,
27-May,16:35,14,A,Lice,47,57:11.0,08:00.4,S,M,G,
27-May,18:41,14,B,NoLice,1,01:00.9,01:00.9,S,L,G,
27-May,18:41,14,B,NoLice,2,01:40.7,00:39.8,S,G,G,
27-May,18:41,14,B,NoLice,3,01:46.8,00:06.1,S,M,G,
27-May,18:41,14,B,NoLice,4,02:48.7,01:01.9,S,L,G,
27-May,18:41,14,B,NoLice,5,03:01.4,00:12.7,S,M,G,
27-May,18:41,14,B,NoLice,6,03:05.6,00:04.2,S,M,G,
27-May,18:41,14,B,NoLice,7,04:36.7,01:31.2,S,S,G,
27-May,18:41,14,B,NoLice,8,04:42.4,00:05.7,S,S,G,
27-May,18:41,14,B,NoLice,9,04:55.7,00:13.3,S,,G,
27-May,18:41,14,B,NoLice,10,05:55.0,00:59.2,S,G,G,
27-May,18:41,14,B,NoLice,11,06:04.4,00:09.4,S,S,G,
27-May,18:41,14,B,NoLice,12,06:08.7,00:04.3,S,G,G,
27-May,18:41,14,B,NoLice,13,07:03.4,00:54.7,S,,G,
27-May,18:41,14,B,NoLice,14,07:26.3,00:22.9,S,G,G,
27-May,18:41,14,B,NoLice,15,07:56.4,00:30.1,S,M,G,
27-May,18:41,14,B,NoLice,16,08:12.5,00:16.1,S,M,G,
27-May,18:41,14,B,NoLice,17,09:02.3,00:49.8,S,G,G,
27-May,18:41,14,B,NoLice,18,09:14.9,00:12.6,S,G,G,
27-May,18:41,14,B,NoLice,19,09:31.5,00:16.6,S,G,G,
27-May,18:41,14,B,NoLice,20,10:00.6,00:29.1,S,S,G,
27-May,18:41,14,B,NoLice,21,10:16.7,00:16.1,S,G,G,
27-May,18:41,14,B,NoLice,22,11:31.8,01:15.1,S,M,G,
27-May,18:41,14,B,NoLice,23,11:41.3,00:09.5,S,G,G,
27-May,18:41,14,B,NoLice,24,11:48.1,00:06.8,S,L,G,
27-May,18:41,14,B,NoLice,25,11:52.7,00:04.6,S,G,G,
27-May,18:41,14,B,NoLice,26,13:14.9,01:22.2,S,G,G,
27-May,18:41,14,B,NoLice,27,13:36.0,00:21.1,S,S,I,
27-May,18:41,14,B,NoLice,28,13:44.3,00:08.3,S,M,I,
27-May,18:41,14,B,NoLice,29,14:17.6,00:33.3,S,M,G,
27-May,18:41,14,B,NoLice,30,15:18.6,01:01.1,S,S,G,
27-May,18:41,14,B,NoLice,31,15:28.9,00:10.3,S,G,G,
27-May,18:41,14,B,NoLice,32,15:35.5,00:06.6,S,S,G,
27-May,18:41,14,B,NoLice,33,16:00.7,00:25.2,S,S,I,
27-May,18:41,14,B,NoLice,34,16:25.1,00:24.4,S,G,G,
27-May,18:41,14,B,NoLice,35,17:02.4,00:37.3,S,M,G,
27-May,18:41,14,B,NoLice,36,18:04.1,01:01.7,S,G,G,
27-May,18:41,14,B,NoLice,37,18:52.5,00:48.4,S,G,G,
27-May,18:41,14,B,NoLice,38,18:54.1,00:01.6,C,M,G,
27-May,18:41,14,B,NoLice,39,18:59.1,00:04.9,L,M,,
27-May,18:41,14,B,NoLice,40,19:42.4,00:43.3,C,M,G,
27-May,18:41,14,B,NoLice,41,19:45.7,00:03.3,L,M,,
27-May,18:41,14,B,NoLice,42,19:50.1,00:04.4,S,M,G,
27-May,18:41,14,B,NoLice,43,20:17.6,00:27.5,S,M,G,
27-May,18:41,14,B,NoLice,44,20:58.8,00:41.2,S,G,I,
27-May,18:41,14,B,NoLice,45,21:20.0,00:21.2,S,G,G,
27-May,18:41,14,B,NoLice,46,21:31.5,00:11.5,S,M,G,
27-May,18:41,14,B,NoLice,47,21:38.4,00:06.9,S,S,I,
27-May,18:41,14,B,NoLice,48,22:17.7,00:39.2,S,M,G,
27-May,18:41,14,B,NoLice,49,22:43.6,00:25.9,S,G,G,
27-May,18:41,14,B,NoLice,50,23:10.8,00:27.3,S,M,I,
27-May,18:41,14,B,NoLice,51,26:06.2,02:55.4,S,M,G,
27-May,18:41,14,B,NoLice,52,27:04.9,00:58.7,S,S,G,
27-May,18:41,14,B,NoLice,53,27:27.2,00:22.3,C,S,G,
27-May,18:41,14,B,NoLice,54,27:45.4,00:18.1,S,S,G,
27-May,18:41,14,B,NoLice,55,32:44.8,04:59.4,S,G,G,
27-May,18:41,14,B,NoLice,56,33:31.4,00:46.6,S,S,G,
27-May,18:41,14,B,NoLice,57,33:41.2,00:09.8,S,M,G,
27-May,18:41,14,B,NoLice,58,33:55.9,00:14.7,S,S,G,
27-May,18:41,14,B,NoLice,59,36:44.1,02:48.2,S,M,G,
27-May,18:41,14,B,NoLice,60,37:52.7,01:08.6,S,S,G,
27-May,18:41,14,B,NoLice,61,37:55.9,00:03.2,C,S,G,
27-May,18:41,14,B,NoLice,62,38:14.7,00:18.8,S,G,G,
27-May,18:41,14,B,NoLice,63,38:51.9,00:37.2,S,S,G,
27-May,18:41,14,B,NoLice,64,39:10.5,00:18.5,S,M,G,
27-May,18:41,14,B,NoLice,65,39:46.2,00:35.7,S,M,G,
27-May,18:41,14,B,NoLice,66,40:57.2,01:11.0,S,M,I,
27-May,18:41,14,B,NoLice,67,41:19.1,00:21.9,S,S,G,
27-May,18:41,14,B,NoLice,68,42:13.1,00:54.0,S,G,G,
27-May,18:41,14,B,NoLice,69,43:00.0,00:46.9,S,,G,
27-May,18:41,14,B,NoLice,70,43:34.3,00:34.3,S,M,G,
27-May,18:41,14,B,NoLice,71,44:22.7,00:48.4,S,M,G,
27-May,18:41,14,B,NoLice,72,44:51.6,00:28.9,S,M,G,
27-May,18:41,14,B,NoLice,73,45:24.9,00:33.3,S,S,G,
27-May,18:41,14,B,NoLice,74,45:42.6,00:17.7,S,G,G,
27-May,18:41,14,B,NoLice,75,46:33.6,00:51.1,S,L,G,
27-May,18:41,14,B,NoLice,76,53:08.8,06:35.2,S,S,G,
27-May,18:41,14,B,NoLice,77,53:47.7,00:38.9,S,S,G,
27-May,18:41,14,B,NoLice,78,55:01.6,01:13.9,S,M,G,
